name,family,val,test,fit_s,dataset,seed,n,d,n_classes
svc_C0.1,svm,0.8764880952380952,0.7514880952380952,0.025,sonar,2,208,60,2
svc_C1,svm,0.8973214285714286,0.8214285714285714,0.044,sonar,2,208,60,2
svc_C10,svm,0.9285714285714286,0.8660714285714286,0.022,sonar,2,208,60,2
"mlp_(64,)_a0.0001",mlp,0.8764880952380952,0.8169642857142858,0.391,sonar,2,208,60,2
"mlp_(64,)_a0.01",mlp,0.8735119047619048,0.8184523809523809,0.331,sonar,2,208,60,2
"mlp_(128, 64)_a0.0001",mlp,0.8883928571428572,0.8125,0.246,sonar,2,208,60,2
"mlp_(128, 64)_a0.01",mlp,0.886904761904762,0.8125,0.321,sonar,2,208,60,2
gaussiannb,nb,0.818452380952381,0.6919642857142857,0.021,sonar,2,208,60,2
dt_d3,tree,0.7976190476190476,0.5461309523809526,0.017,sonar,2,208,60,2
dt_d6,tree,0.7678571428571428,0.538690476190476,0.013,sonar,2,208,60,2
dt_dNone,tree,0.7678571428571428,0.538690476190476,0.017,sonar,2,208,60,2
logreg_C0.01_std,linear,0.9618231398519672,0.9670883395799492,0.036,spambase,0,4601,57,2
logreg_C0.01_quant,linear,0.9804871714474839,0.9809741560748076,0.379,spambase,0,4601,57,2
logreg_C0.1_std,linear,0.9692532803785382,0.9724037568180813,0.041,spambase,0,4601,57,2
logreg_C0.1_quant,linear,0.9822829470990464,0.9817389188403416,0.524,spambase,0,4601,57,2
logreg_C1_std,linear,0.9717838354854137,0.9735730222034016,0.053,spambase,0,4601,57,2
logreg_C1_quant,linear,0.9829068762054975,0.981950650680386,0.419,spambase,0,4601,57,2
logreg_C10_std,linear,0.9724204332031634,0.9733676107167912,0.095,spambase,0,4601,57,2
logreg_C10_quant,linear,0.9829512163450423,0.9820644170422009,0.622,spambase,0,4601,57,2
logreg_C100_std,linear,0.9720055361831373,0.973816355810617,0.068,spambase,0,4601,57,2
logreg_C100_quant,linear,0.9829828878732886,0.9820707373956352,0.454,spambase,0,4601,57,2
rf_dNone_fsqrt,rf,0.9905729696175029,0.9865645086873256,2.022,spambase,0,4601,57,2
rf_dNone_f0.3,rf,0.9877193649225157,0.9826616904417295,3.936,spambase,0,4601,57,2
rf_dNone_f0.7,rf,0.9845902179317858,0.9765973113216492,7.273,spambase,0,4601,57,2
rf_d4_fsqrt,rf,0.9721037179207008,0.9748892358060662,1.032,spambase,0,4601,57,2
rf_d4_f0.3,rf,0.9640718183574513,0.9692988831935482,1.925,spambase,0,4601,57,2
rf_d4_f0.7,rf,0.9544135858187568,0.9606273582818752,3.263,spambase,0,4601,57,2
rf_d8_fsqrt,rf,0.9826598382851768,0.9808193074156707,1.398,spambase,0,4601,57,2
rf_d8_f0.3,rf,0.9782226571778768,0.976728458655408,2.648,spambase,0,4601,57,2
rf_d8_f0.7,rf,0.9716207271149453,0.9696765243112395,4.816,spambase,0,4601,57,2
rf_d16_fsqrt,rf,0.9875150835653272,0.9844629911704663,1.716,spambase,0,4601,57,2
rf_d16_f0.3,rf,0.9857731495117834,0.982543183814839,3.247,spambase,0,4601,57,2
rf_d16_f0.7,rf,0.981339135557308,0.9749145172198028,7.872,spambase,0,4601,57,2
et_dNone_fsqrt,et,0.9909324414630981,0.9863875387911691,1.48,spambase,0,4601,57,2
et_dNone_f0.5,et,0.9893488650507852,0.9848832946738383,2.784,spambase,0,4601,57,2
et_d8_fsqrt,et,0.9726278817131764,0.9757946264355103,0.891,spambase,0,4601,57,2
et_d8_f0.5,et,0.9769510453187897,0.9800071419993807,1.51,spambase,0,4601,57,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9862640581996003,0.9852909574703417,1.593,spambase,0,4601,57,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9870637642878183,0.9853446804745322,1.805,spambase,0,4601,57,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9881295112133045,0.986036759175573,2.064,spambase,0,4601,57,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9884367250372932,0.9849133163526504,2.406,spambase,0,4601,57,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9883480447582036,0.9854710875432154,2.75,spambase,0,4601,57,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9884240564259948,0.9844945929376371,2.739,spambase,0,4601,57,2
hgb_lr0.1_ln15_l20.0,gbdt,0.985679718503457,0.9854853083384423,0.381,spambase,0,4601,57,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9879093940919932,0.9854173645390251,0.739,spambase,0,4601,57,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9874042332164653,0.9855500919611425,0.797,spambase,0,4601,57,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9879394820438271,0.9845119739095811,1.197,spambase,0,4601,57,2
hgb_lr0.1_ln63_l20.0,gbdt,0.9883892177449238,0.9855090096638204,2.302,spambase,0,4601,57,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9887059330273864,0.9845672770021299,2.607,spambase,0,4601,57,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9868911544588761,0.9852340742894342,0.803,spambase,0,4601,57,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9874802448842563,0.9856022348769744,0.619,spambase,0,4601,57,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9884873994824873,0.9842986619811779,0.803,spambase,0,4601,57,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9877114470404541,0.9835623408060978,0.815,spambase,0,4601,57,2
hgb_lr0.3_ln63_l20.0,gbdt,0.9889561381005318,0.9865550281571746,1.033,spambase,0,4601,57,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9892000088680278,0.9849464982081799,0.719,spambase,0,4601,57,2
knn1_std,knn,0.8875866612191639,0.8825536123980053,0.274,spambase,0,4601,57,2
knn1_quant,knn,0.9170570182523018,0.9156738444813834,0.905,spambase,0,4601,57,2
knn5_std,knn,0.9539559322355983,0.9399819237891782,0.365,spambase,0,4601,57,2
knn5_quant,knn,0.9715953898923486,0.966280914428735,1.233,spambase,0,4601,57,2
knn15_std,knn,0.9572656069373315,0.9569678736434941,0.285,spambase,0,4601,57,2
knn15_quant,knn,0.9786692257261488,0.9750093225213154,0.8,spambase,0,4601,57,2
knn31_std,knn,0.952972531283552,0.9542769831688988,0.77,spambase,0,4601,57,2
knn31_quant,knn,0.97481480073858,0.9715094268071471,1.893,spambase,0,4601,57,2
svc_C0.1,svm,0.9611675392172699,0.9666364343094067,18.467,spambase,0,4601,57,2
svc_C1,svm,0.9734750950937635,0.9742872221414621,16.226,spambase,0,4601,57,2
svc_C10,svm,0.9792203103176339,0.9764898653132684,3.48,spambase,0,4601,57,2
"mlp_(64,)_a0.0001",mlp,0.9832362600992587,0.9811606065011156,5.626,spambase,0,4601,57,2
"mlp_(64,)_a0.01",mlp,0.9833629462122435,0.9812933339232328,4.742,spambase,0,4601,57,2
"mlp_(128, 64)_a0.0001",mlp,0.9769019544500082,0.9783322483393271,5.485,spambase,0,4601,57,2
"mlp_(128, 64)_a0.01",mlp,0.9770444763271161,0.9783859713435175,5.552,spambase,0,4601,57,2
gaussiannb,nb,0.9454236225260577,0.9446400242701571,0.103,spambase,0,4601,57,2
dt_d3,tree,0.8892541671813291,0.8860503479354565,0.089,spambase,0,4601,57,2
dt_d6,tree,0.9201608280204344,0.9311824117204635,0.127,spambase,0,4601,57,2
dt_dNone,tree,0.908006879055935,0.8994573976576771,0.263,spambase,0,4601,57,2
logreg_C0.01_std,linear,0.9611327005361989,0.961144047175118,0.382,spambase,1,4601,57,2
logreg_C0.01_quant,linear,0.980579018879398,0.9777412952932327,0.979,spambase,1,4601,57,2
logreg_C0.1_std,linear,0.9668589128431214,0.9700589056940064,0.082,spambase,1,4601,57,2
logreg_C0.1_quant,linear,0.9809242385372822,0.9785060580587667,0.794,spambase,1,4601,57,2
logreg_C1_std,linear,0.9679357448034941,0.9734845372553234,0.129,spambase,1,4601,57,2
logreg_C1_quant,linear,0.9810699275672149,0.9786735474247719,0.878,spambase,1,4601,57,2
logreg_C10_std,linear,0.9679135747337216,0.9744136292101454,0.147,spambase,1,4601,57,2
logreg_C10_quant,linear,0.9811142677067596,0.978749391665982,0.775,spambase,1,4601,57,2
logreg_C100_std,linear,0.9676982083416471,0.9746506424639265,0.231,spambase,1,4601,57,2
logreg_C100_quant,linear,0.9811174348595841,0.9787051491919428,0.842,spambase,1,4601,57,2
rf_dNone_fsqrt,rf,0.9817920384112293,0.9809330737774857,3.181,spambase,1,4601,57,2
rf_dNone_f0.3,rf,0.9790920406282365,0.976009518452272,4.723,spambase,1,4601,57,2
rf_dNone_f0.7,rf,0.9768718664981741,0.9717116781170404,7.708,spambase,1,4601,57,2
rf_d4_fsqrt,rf,0.9678755688998262,0.9637875349989572,1.604,spambase,1,4601,57,2
rf_d4_f0.3,rf,0.964664075935656,0.9597567295963191,2.157,spambase,1,4601,57,2
rf_d4_f0.7,rf,0.9570993314140388,0.9515829325175865,3.192,spambase,1,4601,57,2
rf_d8_fsqrt,rf,0.9769557960480266,0.974686984496173,1.697,spambase,1,4601,57,2
rf_d8_f0.3,rf,0.973969170934405,0.9707857463389352,3.074,spambase,1,4601,57,2
rf_d8_f0.7,rf,0.9701432503222578,0.9668576466796024,5.795,spambase,1,4601,57,2
rf_d16_fsqrt,rf,0.9828688703716021,0.9804606273582818,1.927,spambase,1,4601,57,2
rf_d16_f0.3,rf,0.979049284065104,0.975744063608037,4.148,spambase,1,4601,57,2
rf_d16_f0.7,rf,0.976881367956648,0.9714399029193711,7.475,spambase,1,4601,57,2
et_dNone_fsqrt,et,0.9839346172970884,0.9814608232892383,1.588,spambase,1,4601,57,2
et_dNone_f0.5,et,0.9816526836869457,0.9787794133447941,2.733,spambase,1,4601,57,2
et_d8_fsqrt,et,0.9714481172860033,0.9657658056238504,0.885,spambase,1,4601,57,2
et_d8_f0.5,et,0.977114153689258,0.9720640378209949,1.442,spambase,1,4601,57,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9844302767141424,0.9806233764592115,1.498,spambase,1,4601,57,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9842339132390154,0.9812190697703815,1.648,spambase,1,4601,57,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9854184283954254,0.9817610400773611,2.147,spambase,1,4601,57,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9840375497638888,0.981482944526258,2.502,spambase,1,4601,57,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9837715089266201,0.9823677940070409,3.227,spambase,1,4601,57,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9834801308667547,0.9809994374885443,2.722,spambase,1,4601,57,2
hgb_lr0.1_ln15_l20.0,gbdt,0.9843257606709296,0.980601255222192,0.808,spambase,1,4601,57,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9851808919335785,0.9823409325049456,0.848,spambase,1,4601,57,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9849433554717316,0.9815524684140337,0.751,spambase,1,4601,57,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9856591320100969,0.9824594391318362,1.06,spambase,1,4601,57,2
hgb_lr0.1_ln63_l20.0,gbdt,0.985108047418612,0.9817768409609465,1.271,spambase,1,4601,57,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9850225342923471,0.9821276205765427,1.126,spambase,1,4601,57,2
hgb_lr0.3_ln15_l20.0,gbdt,0.982767521481214,0.9819822524475568,0.338,spambase,1,4601,57,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9826186652984568,0.9805696534550212,0.336,spambase,1,4601,57,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9840628869864857,0.9814639834659553,0.42,spambase,1,4601,57,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9842782533785603,0.980659718491458,0.485,spambase,1,4601,57,2
hgb_lr0.3_ln63_l20.0,gbdt,0.9836669928834076,0.9825542444333487,0.625,spambase,1,4601,57,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9839520366376238,0.9806375972544384,0.542,spambase,1,4601,57,2
knn1_std,knn,0.8902914097313938,0.878612872031804,0.127,spambase,1,4601,57,2
knn1_quant,knn,0.9271000598591883,0.9207459281123,0.384,spambase,1,4601,57,2
knn5_std,knn,0.9465574632372736,0.9496552247201663,0.135,spambase,1,4601,57,2
knn5_quant,knn,0.9723016649722398,0.9647292676606476,0.376,spambase,1,4601,57,2
knn15_std,knn,0.9554555790980582,0.9517030192328356,0.149,spambase,1,4601,57,2
knn15_quant,knn,0.9752819557802122,0.9656062166996379,0.472,spambase,1,4601,57,2
knn31_std,knn,0.9521474879727372,0.9519684740770704,0.207,spambase,1,4601,57,2
knn31_quant,knn,0.9705660652243454,0.9650847875413194,0.376,spambase,1,4601,57,2
svc_C0.1,svm,0.9621588580513775,0.9578795846263722,2.804,spambase,1,4601,57,2
svc_C1,svm,0.9711092319337685,0.9689970863170669,2.243,spambase,1,4601,57,2
svc_C10,svm,0.9814056457666253,0.9735034983156259,2.057,spambase,1,4601,57,2
"mlp_(64,)_a0.0001",mlp,0.9813613056270805,0.9763476573609997,3.99,spambase,1,4601,57,2
"mlp_(64,)_a0.01",mlp,0.9816685194510689,0.9763002547102434,4.541,spambase,1,4601,57,2
"mlp_(128, 64)_a0.0001",mlp,0.9756984363766505,0.9675876475012483,7.078,spambase,1,4601,57,2
"mlp_(128, 64)_a0.01",mlp,0.9765250632638777,0.968927562429291,5.455,spambase,1,4601,57,2
gaussiannb,nb,0.8746678448475174,0.8796067476093263,0.036,spambase,1,4601,57,2
dt_d3,tree,0.9080718056888399,0.8940218937042959,0.029,spambase,1,4601,57,2
dt_d6,tree,0.9183032928887919,0.8989770507966804,0.041,spambase,1,4601,57,2
dt_dNone,tree,0.9096617164068017,0.8925966540048921,0.077,spambase,1,4601,57,2
logreg_C0.01_std,linear,0.9560905932393956,0.9557053830450198,0.032,spambase,2,4601,57,2
logreg_C0.01_quant,linear,0.983071568152378,0.9838277956503327,0.454,spambase,2,4601,57,2
logreg_C0.1_std,linear,0.9643125219721227,0.9654513680405008,0.033,spambase,2,4601,57,2
logreg_C0.1_quant,linear,0.983046230929781,0.9833695700263558,0.416,spambase,2,4601,57,2
logreg_C1_std,linear,0.9679357448034941,0.9703717631889975,0.108,spambase,2,4601,57,2
logreg_C1_quant,linear,0.9825679908532626,0.9827501753898078,0.534,spambase,2,4601,57,2
logreg_C10_std,linear,0.9694686467706125,0.9718728471296115,0.072,spambase,2,4601,57,2
logreg_C10_quant,linear,0.9824286361289791,0.9825447639031974,0.562,spambase,2,4601,57,2
logreg_C100_std,linear,0.9693261248935044,0.9722078258616221,0.112,spambase,2,4601,57,2
logreg_C100_quant,linear,0.9823906302950837,0.9825100019593096,0.526,spambase,2,4601,57,2
rf_dNone_fsqrt,rf,0.9837192509050139,0.9846130995645276,2.259,spambase,2,4601,57,2
rf_dNone_f0.3,rf,0.9777998422757894,0.9785202788539936,3.773,spambase,2,4601,57,2
rf_dNone_f0.7,rf,0.972939846266402,0.9756208167160707,7.206,spambase,2,4601,57,2
rf_d4_fsqrt,rf,0.9716761522893764,0.9780762740252436,1.171,spambase,2,4601,57,2
rf_d4_f0.3,rf,0.9629791506329555,0.9745558371624141,1.71,spambase,2,4601,57,2
rf_d4_f0.7,rf,0.954117457029654,0.9672811103596913,3.143,spambase,2,4601,57,2
rf_d8_fsqrt,rf,0.9788244162145555,0.9825795258470854,1.339,spambase,2,4601,57,2
rf_d8_f0.3,rf,0.973234391479092,0.9803626618800524,2.481,spambase,2,4601,57,2
rf_d8_f0.7,rf,0.9683237210245106,0.977038155973682,5.259,spambase,2,4601,57,2
rf_d16_fsqrt,rf,0.9818775515374942,0.9843713460456709,2.521,spambase,2,4601,57,2
rf_d16_f0.3,rf,0.9776066459534872,0.9790717296911243,3.202,spambase,2,4601,57,2
rf_d16_f0.7,rf,0.9716413136083055,0.9758467693513421,7.101,spambase,2,4601,57,2
et_dNone_fsqrt,et,0.9829607178035162,0.9848659137018942,1.744,spambase,2,4601,57,2
et_dNone_f0.5,et,0.9793564978890927,0.98153508744209,2.865,spambase,2,4601,57,2
et_d8_fsqrt,et,0.9686673571059824,0.9731432381698785,0.939,spambase,2,4601,57,2
et_d8_f0.5,et,0.974105358505864,0.9793593057723787,1.405,spambase,2,4601,57,2
hgb_lr0.03_ln15_l20.0,gbdt,0.986764468345891,0.9883563288859113,1.911,spambase,2,4601,57,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9864034129238838,0.9880892939533179,1.483,spambase,2,4601,57,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9869354945984208,0.9881414368691498,2.891,spambase,2,4601,57,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9861468735450891,0.9860904821797636,2.251,spambase,2,4601,57,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9863305684089174,0.9865613485106087,3.736,spambase,2,4601,57,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9857921524287311,0.9858787503397191,2.64,spambase,2,4601,57,2
hgb_lr0.1_ln15_l20.0,gbdt,0.986571272023589,0.9876121072690384,0.794,spambase,2,4601,57,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9861975479902831,0.9878064581371391,0.879,spambase,2,4601,57,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9861722107676862,0.98634329631713,1.011,spambase,2,4601,57,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9865047618142718,0.9855785335515962,1.055,spambase,2,4601,57,2
hgb_lr0.1_ln63_l20.0,gbdt,0.9852980765880898,0.9861473653606709,1.423,spambase,2,4601,57,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9862228852128803,0.985764983977904,0.989,spambase,2,4601,57,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9880123265587933,0.9847142252194743,0.546,spambase,2,4601,57,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9854279298538992,0.986652993635404,0.486,spambase,2,4601,57,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9864414187577792,0.9856670184996745,0.476,spambase,2,4601,57,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9853487510332836,0.9850381433329751,0.368,spambase,2,4601,57,2
hgb_lr0.3_ln63_l20.0,gbdt,0.985497607216041,0.9853257194142296,0.659,spambase,2,4601,57,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9854912729103917,0.9856796592065428,0.476,spambase,2,4601,57,2
knn1_std,knn,0.8779854374313123,0.8875245703739753,0.085,spambase,2,4601,57,2
knn1_quant,knn,0.914794087559107,0.9246661273298403,0.407,spambase,2,4601,57,2
knn5_std,knn,0.943561336665178,0.9408651931816026,0.14,spambase,2,4601,57,2
knn5_quant,knn,0.9636632556430746,0.9727782377590555,0.375,spambase,2,4601,57,2
knn15_std,knn,0.9498180470702253,0.9496647052503175,0.152,spambase,2,4601,57,2
knn15_quant,knn,0.9656569783461761,0.9750267034932594,0.388,spambase,2,4601,57,2
knn31_std,knn,0.946017463680675,0.9433016894304729,0.168,spambase,2,4601,57,2
knn31_quant,knn,0.963240440740987,0.9745305557486776,0.47,spambase,2,4601,57,2
svc_C0.1,svm,0.9574873076350554,0.9632218633665994,3.153,spambase,2,4601,57,2
svc_C1,svm,0.9714322815218803,0.9751752317989621,2.121,spambase,2,4601,57,2
svc_C10,svm,0.9743048891338154,0.9776559705218716,1.796,spambase,2,4601,57,2
"mlp_(64,)_a0.0001",mlp,0.9718250084721339,0.9824973612524414,4.628,spambase,2,4601,57,2
"mlp_(64,)_a0.01",mlp,0.9719738646548912,0.9823741143604751,4.514,spambase,2,4601,57,2
"mlp_(128, 64)_a0.0001",mlp,0.9688447176641616,0.9779087846592381,6.829,spambase,2,4601,57,2
"mlp_(128, 64)_a0.01",mlp,0.9689714037771464,0.9774537192119783,6.069,spambase,2,4601,57,2
gaussiannb,nb,0.9366379405905474,0.9523413749296861,0.063,spambase,2,4601,57,2
dt_d3,tree,0.8796956999566099,0.8902960453548562,0.064,spambase,2,4601,57,2
dt_d6,tree,0.9249970703836372,0.9156090608586831,0.076,spambase,2,4601,57,2
dt_dNone,tree,0.9045293452544965,0.8924149438436597,0.081,spambase,2,4601,57,2
logreg_C0.01_std,linear,0.9983667032750415,0.9983871958712214,0.037,twonorm,0,5000,20,2
logreg_C0.01_quant,linear,0.9984051036682616,0.9983180756942738,0.156,twonorm,0,5000,20,2
logreg_C0.1_std,linear,0.9983308629080361,0.9983820758581142,0.036,twonorm,0,5000,20,2
logreg_C0.1_quant,linear,0.9983743833536856,0.9983027156549521,0.155,twonorm,0,5000,20,2
logreg_C1_std,linear,0.9983257428556068,0.9983308757270418,0.035,twonorm,0,5000,20,2
logreg_C1_quant,linear,0.9983411030128948,0.9982463955107725,0.186,twonorm,0,5000,20,2
logreg_C10_std,linear,0.9983308629080362,0.9982975956418448,0.037,twonorm,0,5000,20,2
logreg_C10_quant,linear,0.9983283028818215,0.9982284754648972,0.139,twonorm,0,5000,20,2
logreg_C100_std,linear,0.9983283028818215,0.9982950356352912,0.041,twonorm,0,5000,20,2
logreg_C100_quant,linear,0.9983257428556068,0.9982284754648972,0.185,twonorm,0,5000,20,2
rf_dNone_fsqrt,rf,0.9968742079918899,0.996939512165151,3.293,twonorm,0,5000,20,2
rf_dNone_f0.3,rf,0.9962457215561887,0.9969855922831162,4.867,twonorm,0,5000,20,2
rf_dNone_f0.7,rf,0.99519355078196,0.9964492709101336,9.802,twonorm,0,5000,20,2
rf_d4_fsqrt,rf,0.9913727116565673,0.9933721430326862,1.925,twonorm,0,5000,20,2
rf_d4_f0.3,rf,0.9883467606708293,0.9904102154501516,2.957,twonorm,0,5000,20,2
rf_d4_f0.7,rf,0.9819748554225195,0.9864089252068485,5.274,twonorm,0,5000,20,2
rf_d8_fsqrt,rf,0.9963007621198041,0.9972582329810764,3.445,twonorm,0,5000,20,2
rf_d8_f0.3,rf,0.9954789937048955,0.9961011100188417,3.939,twonorm,0,5000,20,2
rf_d8_f0.7,rf,0.9943449020917975,0.99524350782338,7.707,twonorm,0,5000,20,2
rf_d16_fsqrt,rf,0.9967487667073711,0.9969740722536249,3.151,twonorm,0,5000,20,2
rf_d16_f0.3,rf,0.9963314824343801,0.9971699127549766,4.81,twonorm,0,5000,20,2
rf_d16_f0.7,rf,0.9951372302052375,0.9964492709101336,7.361,twonorm,0,5000,20,2
et_dNone_fsqrt,et,0.997656296000471,0.9980044748914557,1.291,twonorm,0,5000,20,2
et_dNone_f0.5,et,0.9973375727367448,0.9975564737445729,1.139,twonorm,0,5000,20,2
et_d8_fsqrt,et,0.9982463820429521,0.9979110346522487,0.496,twonorm,0,5000,20,2
et_d8_f0.5,et,0.9968793280443191,0.997327353158024,0.62,twonorm,0,5000,20,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9950105089076112,0.9951820676660932,0.697,twonorm,0,5000,20,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9952844317125806,0.9949977471942328,0.549,twonorm,0,5000,20,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9950130689338258,0.9952870279347916,0.84,twonorm,0,5000,20,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9957657166409384,0.9950105472270009,0.795,twonorm,0,5000,20,2
hgb_lr0.03_ln63_l20.0,gbdt,0.995553234465121,0.9949593470959286,1.235,twonorm,0,5000,20,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9956325952777757,0.9948390267879086,0.939,twonorm,0,5000,20,2
hgb_lr0.1_ln15_l20.0,gbdt,0.9965132442956216,0.9969331121487671,0.525,twonorm,0,5000,20,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9965618847937003,0.9965337511264029,0.517,twonorm,0,5000,20,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9958169171652318,0.9962239903334154,0.423,twonorm,0,5000,20,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9960242792886199,0.9958579093962481,0.498,twonorm,0,5000,20,2
hgb_lr0.1_ln63_l20.0,gbdt,0.9958297172963051,0.9954867084459735,0.679,twonorm,0,5000,20,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9961062001274893,0.9959884697304824,0.65,twonorm,0,5000,20,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9954457133641049,0.996052469894323,0.188,twonorm,0,5000,20,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9968946882016071,0.9965516711722782,0.333,twonorm,0,5000,20,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9958015570079437,0.9962035102809863,0.238,twonorm,0,5000,20,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9959756387905412,0.9965542311788318,0.284,twonorm,0,5000,20,2
hgb_lr0.3_ln63_l20.0,gbdt,0.9943269819082947,0.9955020684852953,0.29,twonorm,0,5000,20,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9968127673627377,0.9966847915130662,0.436,twonorm,0,5000,20,2
knn1_std,knn,0.9352377368344251,0.9544037232735317,0.047,twonorm,0,5000,20,2
knn1_quant,knn,0.9400326659344992,0.9559960473498812,0.101,twonorm,0,5000,20,2
knn5_std,knn,0.9919909579874098,0.9959359895961333,0.046,twonorm,0,5000,20,2
knn5_quant,knn,0.9920831189311378,0.9957388690915049,0.103,twonorm,0,5000,20,2
knn15_std,knn,0.9966002851869202,0.9981196751863685,0.061,twonorm,0,5000,20,2
knn15_quant,knn,0.9968242874807038,0.9982950356352912,0.123,twonorm,0,5000,20,2
knn31_std,knn,0.9973798131692869,0.9984063959203735,0.073,twonorm,0,5000,20,2
knn31_quant,knn,0.9973465328284962,0.9984038359138199,0.13,twonorm,0,5000,20,2
svc_C0.1,svm,0.9983411030128948,0.9977625542721389,0.553,twonorm,0,5000,20,2
svc_C1,svm,0.9978111775864584,0.9978137544032113,0.285,twonorm,0,5000,20,2
svc_C10,svm,0.9958233172307684,0.9963519906610961,0.334,twonorm,0,5000,20,2
"mlp_(64,)_a0.0001",mlp,0.9972223715570847,0.9967820717621036,2.102,twonorm,0,5000,20,2
"mlp_(64,)_a0.01",mlp,0.9972505318454461,0.9968076718276399,2.086,twonorm,0,5000,20,2
"mlp_(128, 64)_a0.0001",mlp,0.9964646037975429,0.9953638281314,1.698,twonorm,0,5000,20,2
"mlp_(128, 64)_a0.01",mlp,0.9964799639548308,0.995256307856148,1.851,twonorm,0,5000,20,2
gaussiannb,nb,0.9983641432488268,0.9984486360285083,0.016,twonorm,0,5000,20,2
dt_d3,tree,0.7894788042629556,0.805452301957893,0.028,twonorm,0,5000,20,2
dt_d6,tree,0.8196704734256478,0.8610927643974768,0.043,twonorm,0,5000,20,2
dt_dNone,tree,0.8215648928245025,0.8359957401490947,0.066,twonorm,0,5000,20,2
logreg_C0.01_std,linear,0.999011829881138,0.9972710120551634,0.016,twonorm,1,5000,20,2
logreg_C0.01_quant,linear,0.999004149802494,0.9972070113997968,0.084,twonorm,1,5000,20,2
logreg_C0.1_std,linear,0.9989350290946979,0.9971225305347127,0.018,twonorm,1,5000,20,2
logreg_C0.1_quant,linear,0.9989068688063365,0.9970354896434139,0.08,twonorm,1,5000,20,2
logreg_C1_std,linear,0.9988710284393312,0.9969407686734711,0.019,twonorm,1,5000,20,2
logreg_C1_quant,linear,0.9988479882033993,0.9968332475724551,0.085,twonorm,1,5000,20,2
logreg_C10_std,linear,0.9988479882033993,0.9968844480967485,0.018,twonorm,1,5000,20,2
logreg_C10_quant,linear,0.9988326280461113,0.9967922871530204,0.083,twonorm,1,5000,20,2
logreg_C100_std,linear,0.9988505482296139,0.9968818880705338,0.017,twonorm,1,5000,20,2
logreg_C100_quant,linear,0.9988326280461113,0.9967871671005911,0.09,twonorm,1,5000,20,2
rf_dNone_fsqrt,rf,0.9975641350567429,0.9958565975715591,1.635,twonorm,1,5000,20,2
