dataset,seed,K,test_of_val_winner,oracle_test,regret
twonorm,0,50,0.9983186132956499,0.9984399192061931,0.00012130591054326789
twonorm,0,63,0.9983180756942736,0.9984486360285083,0.00013056033423475277
twonorm,1,3,0.9958864602773531,0.996055991613354,0.00016953133600094983
twonorm,1,5,0.996449502842909,0.9965878946600413,0.00013839181713226623
twonorm,1,10,0.9968423324654845,0.9969450567173809,0.00010272425189639112
twonorm,1,15,0.997094069443271,0.9971474619900107,5.3392546739750024e-05
twonorm,1,20,0.9972125826568464,0.9972316068516542,1.9024194807815142e-05
twonorm,1,30,0.9972916010659948,0.9973020587730818,1.0457707086963808e-05
twonorm,1,40,0.9973770099405818,0.9973770099405818,0.0
twonorm,1,50,0.9974047158242899,0.9974047158242899,0.0
twonorm,1,63,0.997442533811546,0.997442533811546,0.0
twonorm,2,3,0.9973126107202834,0.9973353563785123,2.2745658228906507e-05
twonorm,2,5,0.997685331674449,0.9977347334009176,4.940172646861196e-05
twonorm,2,10,0.9981497488633571,0.998182728147784,3.2979284426915e-05
twonorm,2,15,0.9983102068741296,0.9983207701011715,1.0563227041848755e-05
twonorm,2,20,0.99832971092406,0.9983401461507743,1.0435226714289314e-05
twonorm,2,30,0.9983907286802653,0.9983947670906038,4.0384103384694114e-06
twonorm,2,40,0.99840813672483,0.9984120343348079,3.8976099778764706e-06
twonorm,2,50,0.9984271191734251,0.9984302423814205,3.123207995447963e-06
twonorm,2,63,0.9984435160154009,0.9984435160154009,0.0
vehicle,0,3,0.9223343705159026,0.923232838331209,0.0008984678153063363
vehicle,0,5,0.9275808457632125,0.928355461749079,0.0007746159858664781
vehicle,0,10,0.9364275526019804,0.9370549251150416,0.0006273725130612195
vehicle,0,15,0.9405958541674498,0.9410545699185053,0.000458715751055494
vehicle,0,20,0.9447211654577601,0.945148704974512,0.00042753951675189583
vehicle,0,30,0.9491041109284243,0.9494886828731026,0.0003845719446783358
vehicle,0,40,0.9508436942340949,0.9512544559788553,0.0004107617447604017
vehicle,0,50,0.9521725560411344,0.952371311724083,0.00019875568294858148
vehicle,0,63,0.9530620969582907,0.9530620969582907,0.0
vehicle,1,3,0.9280109723171751,0.9293380869377544,0.0013271146205793283
vehicle,1,5,0.9342476602616557,0.9354911589939574,0.0012434987323016733
vehicle,1,10,0.9414871282880479,0.942537448149456,0.0010503198614080222
vehicle,1,15,0.9470152063619948,0.9476070006287287,0.0005917942667339471
vehicle,1,20,0.949579988804937,0.9503749333840372,0.0007949445791002319
vehicle,1,30,0.9516440964987961,0.9528308395419267,0.0011867430431306003
vehicle,1,40,0.9531601669071266,0.9545475728332043,0.0013874059260777782
vehicle,1,50,0.9540465411918203,0.9553975171123358,0.0013509759205154737
vehicle,1,63,0.9539396589143343,0.9558168797397494,0.0018772208254150824
vehicle,2,3,0.932998834681253,0.9335513413936906,0.0005525067124375616
vehicle,2,5,0.9401560196222613,0.9405545473983853,0.0003985277761240358
vehicle,2,10,0.9488446840583495,0.9500820602004478,0.0012373761420982898
vehicle,2,15,0.9525591498134492,0.9544478418622618,0.0018886920488125902
vehicle,2,20,0.9547875567161566,0.957773213664947,0.002985656948790494
vehicle,2,30,0.9551666467479882,0.9602081298119453,0.00504148306395702
vehicle,2,40,0.9548128064707897,0.9622456871182863,0.007432880647496587
vehicle,2,50,0.9528990439006847,0.9627385664334682,0.009839522532783529
vehicle,2,63,0.949768323491933,0.9631839960190827,0.013415672527149702
