dataset,seed,leak,model,val,test,gap,p_single,p_dup,p_cvgap
chess,0,предобработка_до_сплита,rf,0.8849988712468959,0.9981826057478624,-0.11318373450096653,,,
chess,0,предобработка_до_сплита,hgb,0.8921758597336142,0.999626476829008,-0.10745061709539372,,,
chess,0,предобработка_до_сплита,logit,0.8875322948804775,0.9917573794367648,-0.10422508455628732,,,
chess,0,предобработка_до_сплита,__probes__,,,,0.6904709584762323,0.0,-0.10672645833174699
chess,1,нет,rf,0.9985121850163847,0.9979561466299967,0.0005560383863880691,,,
chess,1,нет,hgb,0.999704948083418,0.9997551143427645,-5.016625934650687e-05,,,
chess,1,нет,logit,0.9929313094027397,0.9961885745143101,-0.0032572651115704288,,,
chess,1,нет,__probes__,,,,0.684076299170088,0.0,0.0010849153346607077
chess,1,признак_из_цели,rf,0.9986942383266162,0.9755051551570407,0.023189083169575464,,,
chess,1,признак_из_цели,hgb,0.9998242243901214,0.9928229665071769,0.007001257882944478,,,
chess,1,признак_из_цели,logit,0.9983301317061535,0.9815017141996007,0.01682841750655273,,,
chess,1,признак_из_цели,__probes__,,,,0.9411638228684068,0.0,0.0014210779016401442
chess,1,дубликаты,rf,0.9991805749161737,0.9979561466299967,0.0012244282861770817,,,
chess,1,дубликаты,hgb,0.9998618593728416,0.9997551143427645,0.00010674503007701563,,,
chess,1,дубликаты,logit,0.9942043727787615,0.9961885745143101,-0.0019842017355485853,,,
chess,1,дубликаты,__probes__,,,,0.684076299170088,0.2490613266583229,0.0011978898169319185
chess,1,предобработка_до_сплита,rf,0.8416311896419646,0.9979561466299967,-0.15632495698803206,,,
chess,1,предобработка_до_сплита,hgb,0.8519760388803073,0.9997551143427645,-0.14777907546245728,,,
chess,1,предобработка_до_сплита,logit,0.8402089690941742,0.9961948536337264,-0.1559858845395522,,,
chess,1,предобработка_до_сплита,__probes__,,,,0.684076299170088,0.0,-0.14857166650049014
chess,2,нет,rf,0.9985937951209712,0.9986973771767926,-0.00010358205582139401,,,
chess,2,нет,hgb,0.9996861149823597,0.9997834193378282,-9.730435546850824e-05,,,
chess,2,нет,logit,0.9935528017376675,0.988709555915477,0.004843245822190423,,,
chess,2,нет,__probes__,,,,0.675793628993651,0.0,0.0013704956328373097
chess,2,признак_из_цели,rf,0.9985467123683253,0.9702562557284016,0.02829045663992369,,,
chess,2,признак_из_цели,hgb,0.9994726731703643,0.9823910505103771,0.01708162265998714,,,
chess,2,признак_из_цели,logit,0.9982547993019197,0.9731565532913983,0.025098246010521463,,,
chess,2,признак_из_цели,__probes__,,,,0.9460967972312255,0.0,0.0009210390977185678
chess,2,дубликаты,rf,0.9991404730535165,0.9986973771767926,0.00044309587672386463,,,
chess,2,дубликаты,hgb,0.9997239475500345,0.9997834193378282,-5.9471787793752284e-05,,,
chess,2,дубликаты,logit,0.9933370976849238,0.988709555915477,0.004627541769446797,,,
chess,2,дубликаты,__probes__,,,,0.675793628993651,0.2490613266583229,0.001408286609122733
chess,2,предобработка_до_сплита,rf,0.8765229939142983,0.9986942383266162,-0.12217124441231786,,,
chess,2,предобработка_до_сплита,hgb,0.8794717359934751,0.9997834193378282,-0.12031168334435316,,,
chess,2,предобработка_до_сплита,logit,0.8706255097559447,0.9887001393649478,-0.11807462960900317,,,
chess,2,предобработка_до_сплита,__probes__,,,,0.675793628993651,0.0,-0.11543718675808967
hypothyroid,0,нет,rf,0.9886244495701406,0.9883099182218495,0.00031453134829106943,,,
hypothyroid,0,нет,hgb,0.9825959320612287,0.9880478087649402,-0.0054518767037115,,,
hypothyroid,0,нет,logit,0.9055008038023346,0.9404137834626408,-0.034912979660306265,,,
hypothyroid,0,нет,__probes__,,,,0.7481717574147853,0.017699115044247787,0.014666946250087243
hypothyroid,0,признак_из_цели,rf,0.9934297896134759,0.9084888516110994,0.08494093800237656,,,
hypothyroid,0,признак_из_цели,hgb,0.9936045292514154,0.914587264975187,0.07901726427622835,,,
hypothyroid,0,признак_из_цели,logit,0.979240931012791,0.7338016355630111,0.24543929544977983,,,
hypothyroid,0,признак_из_цели,__probes__,,,,0.9538468348826915,0.0,0.0046802264625708245
hypothyroid,0,дубликаты,rf,0.9926041416806589,0.9883099182218495,0.004294223458809365,,,
hypothyroid,0,дубликаты,hgb,0.9900455744782922,0.9880478087649402,0.0019977657133519733,,,
hypothyroid,0,дубликаты,logit,0.9241624690173503,0.9404137834626408,-0.016251314445290488,,,
hypothyroid,0,дубликаты,__probes__,,,,0.7481717574147853,0.26169405815423513,0.01946904633803459
hypothyroid,0,предобработка_до_сплита,rf,0.8756296473974574,0.9908785908995597,-0.11524894350210224,,,
hypothyroid,0,предобработка_до_сплита,hgb,0.8737906772207563,0.9880827566925281,-0.11429207947177178,,,
hypothyroid,0,предобработка_до_сплита,logit,0.816622691292876,0.9159502341511149,-0.09932754285823886,,,
hypothyroid,0,предобработка_до_сплита,__probes__,,,,0.7481717574147853,0.017699115044247787,-0.10402179878869433
hypothyroid,1,нет,rf,0.9900398406374502,0.9930453624100091,-0.003005521772558861,,,
hypothyroid,1,нет,hgb,0.9794506185783183,0.9915426015237296,-0.012091982945411361,,,
hypothyroid,1,нет,logit,0.9124554413923256,0.957433424197945,-0.044977982805619376,,,
hypothyroid,1,нет,__probes__,,,,0.7261974324922532,0.0316055625790139,0.0072579856014539645
hypothyroid,1,признак_из_цели,rf,0.9981302858740477,0.9318690151674005,0.06626127070664722,,,
hypothyroid,1,признак_из_цели,hgb,0.9965052072412106,0.9189208079960858,0.07758439924512484,,,
hypothyroid,1,признак_из_цели,logit,0.9905990074788565,0.8087998881666318,0.1817991193122247,,,
hypothyroid,1,признак_из_цели,__probes__,,,,0.9589287295263391,0.0,0.000582931432166145
hypothyroid,1,дубликаты,rf,0.9946731748726657,0.9930453624100091,0.0016278124626566415,,,
hypothyroid,1,дубликаты,hgb,0.9800084889643463,0.9915426015237296,-0.011534112559383303,,,
hypothyroid,1,дубликаты,logit,0.8821307300509338,0.957433424197945,-0.07530269414701118,,,
hypothyroid,1,дубликаты,__probes__,,,,0.7261974324922532,0.27560050568900124,0.007944825113806342
hypothyroid,1,предобработка_до_сплита,rf,0.9287563667232597,0.9945830712238765,-0.06582670450061678,,,
hypothyroid,1,предобработка_до_сплита,hgb,0.9374787775891341,0.9915076535961417,-0.054028876007007565,,,
hypothyroid,1,предобработка_до_сплита,logit,0.8370118845500849,0.9367093031383239,-0.099697418588239,,,
hypothyroid,1,предобработка_до_сплита,__probes__,,,,0.7261974324922532,0.0316055625790139,-0.042224954173120666
hypothyroid,2,нет,rf,0.991088278465087,0.9883448661494374,0.0027434123156495627,,,
hypothyroid,2,нет,hgb,0.9873139022855945,0.9842035367302718,0.003110365555322625,,,
hypothyroid,2,нет,logit,0.947263577269868,0.9299993010414482,0.01726427622841975,,,
hypothyroid,2,нет,__probes__,,,,0.7775254537405931,0.02654867256637168,0.014083315859369283
hypothyroid,2,признак_из_цели,rf,0.9943384357307611,0.906304606136856,0.08803382959390504,,,
hypothyroid,2,признак_из_цели,hgb,0.9936744251065913,0.8972181449640036,0.09645628014258767,,,
hypothyroid,2,признак_из_цели,logit,0.9848675473544418,0.7272314251764871,0.25763612217795473,,,
hypothyroid,2,признак_из_цели,__probes__,,,,0.9623461708720672,0.0,0.00122177954847269
hypothyroid,2,дубликаты,rf,0.9931618618385266,0.9883448661494374,0.004816995689089221,,,
hypothyroid,2,дубликаты,hgb,0.9903255886238247,0.9842035367302718,0.00612205189355286,,,
hypothyroid,2,дубликаты,logit,0.9457222783433055,0.9299993010414482,0.015722977301857233,,,
hypothyroid,2,дубликаты,__probes__,,,,0.7775254537405931,0.2629582806573957,0.015850911375091647
hypothyroid,2,предобработка_до_сплита,rf,0.848609060533064,0.9881701265114978,-0.13956106597843387,,,
hypothyroid,2,предобработка_до_сплита,hgb,0.8210622425984925,0.9839938491647446,-0.16293160656625216,,,
hypothyroid,2,предобработка_до_сплита,logit,0.7822091848628487,0.9147270566855384,-0.1325178718226897,,,
hypothyroid,2,предобработка_до_сплита,__probes__,,,,0.7775254537405931,0.02654867256637168,-0.16333532397206818
