name,family,holdout,cv,test,dataset,seed
logreg_C0.1_quant,linear,0.850115074798619,0.8212941517081644,0.8320433436532508,ionosphere,2
logreg_C1_std,linear,0.9030494821634062,0.9080775911986103,0.9109907120743035,ionosphere,2
logreg_C1_quant,linear,0.8469505178365938,0.8269397799652577,0.8196594427244583,ionosphere,2
logreg_C10_std,linear,0.8731300345224395,0.8760856977417487,0.8869969040247678,ionosphere,2
logreg_C10_quant,linear,0.8457997698504028,0.8146352055587724,0.8246904024767803,ionosphere,2
logreg_C100_std,linear,0.8452243958573072,0.8548060220034743,0.8413312693498451,ionosphere,2
logreg_C100_quant,linear,0.841915995397008,0.8062391430225826,0.8231424148606812,ionosphere,2
rf_dNone_fsqrt,rf,0.9579976985040276,0.9673204979733643,0.9926470588235294,ionosphere,2
rf_dNone_f0.3,rf,0.961018411967779,0.9613491603937464,0.9926470588235294,ionosphere,2
rf_dNone_f0.7,rf,0.9310989643268125,0.9489722061378111,0.9891640866873066,ionosphere,2
rf_d4_fsqrt,rf,0.9568469505178365,0.9594672843080485,0.9910990712074303,ionosphere,2
rf_d4_f0.3,rf,0.9531070195627157,0.9507093225246092,0.9887770897832817,ionosphere,2
rf_d4_f0.7,rf,0.9346950517836594,0.9398523451071221,0.9876160990712074,ionosphere,2
rf_d8_fsqrt,rf,0.9572784810126582,0.9672481181239143,0.9934210526315789,ionosphere,2
rf_d8_f0.3,rf,0.9590046029919448,0.9609510712217718,0.9930340557275542,ionosphere,2
rf_d8_f0.7,rf,0.9309551208285386,0.947560799073538,0.9883900928792569,ionosphere,2
rf_d16_fsqrt,rf,0.9579976985040276,0.9673204979733643,0.9926470588235294,ionosphere,2
rf_d16_f0.3,rf,0.961018411967779,0.9613491603937464,0.9926470588235294,ionosphere,2
rf_d16_f0.7,rf,0.9310989643268125,0.9489722061378111,0.9891640866873066,ionosphere,2
et_dNone_fsqrt,et,0.982307249712313,0.9768746381007527,0.9916795665634675,ionosphere,2
et_dNone_f0.5,et,0.9769850402761795,0.9664519397799652,0.9945820433436533,ionosphere,2
et_d8_fsqrt,et,0.9830264672036824,0.9733642154024319,0.9922600619195047,ionosphere,2
et_d8_f0.5,et,0.9700805523590333,0.9648957730167921,0.9926470588235293,ionosphere,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9309551208285387,0.9294296467863347,0.9787151702786377,ionosphere,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9205983889528193,0.9347857556456283,0.9690402476780186,ionosphere,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9309551208285387,0.9294296467863347,0.9787151702786377,ionosphere,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9205983889528193,0.9347857556456283,0.9690402476780186,ionosphere,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9309551208285387,0.9294296467863347,0.9787151702786377,ionosphere,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9205983889528193,0.9347857556456283,0.9690402476780186,ionosphere,2
hgb_lr0.1_ln15_l20.0,gbdt,0.932681242807825,0.9265344528083381,0.9775541795665634,ionosphere,2
